EmployeeCode,Gender,EmployeeName,OfficialEmail,Username,EmployeeCount,Over18,StandardHours,Company,Industry,Country,Age,AgeGroup,DateOfBirth,MaritalStatus,Education,EducationField,State,City,PhoneNumber,Department,JobRole,BusinessTravel,WorkMode,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,MonthlyIncome,SalarySlab,SalaryHikePercent,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,NumCompaniesWorked,PromotionLast5Years,OverTime,Attrition
HRA242162,Female,Nikita Chatterjee,nikita.chatterjee@hrhub.co.in,nikita.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Married,Master,Marketing,Gujarat,Surat,9630448384,IT,Software Engineer,Travel_Rarely,Hybrid,1.7,1,1,0,0,2027-04-22,41250,3-6 LPA,15,3,3,1,2,2,3,1,1.7,Yes,No,No
HRA242163,Female,Pooja Kumar,pooja.kumar@hrhub.co.in,pooja.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,53,46-55,1973-08-03,Married,Bachelor,Business Administration,Maharashtra,Nagpur,9405222462,Marketing,Content Strategist,Non-Travel,Hybrid,10.5,6,3,2,1,2018-07-06,103850,10+ LPA,21,3,1,2,4,3,2,6,8.0,No,Yes,Yes
HRA242164,Female,Anusha Reddy,anusha.reddy@hrhub.co.in,anusha.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Married,MBA,Operations,Kerala,Kozhikode,9140843645,Human Resources,HR Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,27350,3-6 LPA,8,1,3,2,1,1,1,5,0.0,Yes,Yes,No
HRA242165,Male,Aditya Bose,aditya.bose@hrhub.co.in,aditya.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,24,18-25,2002-07-27,Single,MBA,Human Resources,West Bengal,Howrah,9690130393,Finance,Financial Analyst,Travel_Frequently,Work From Office,0.3,0,0,0,0,2028-09-14,36900,3-6 LPA,11,1,3,3,2,4,3,1,0.0,No,No,No
HRA242166,Female,Sonali Das,sonali.das@hrhub.co.in,sonali.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Divorced,MBA,Marketing,Uttar Pradesh,Noida,9348134048,Sales,Sales Manager,Non-Travel,Work From Office,0.0,0,0,0,0,2029-01-01,80050,6-10 LPA,17,0,2,3,4,2,1,2,0.0,No,No,No
HRA242167,Male,Karan Sharma,karan.sharma@hrhub.co.in,karan.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Married,High School,General Education,Maharashtra,Pune,9928679500,IT,Data Analyst,Travel_Rarely,Work From Office,13.1,3,0,0,0,2015-11-30,124250,10+ LPA,7,3,3,2,4,1,2,4,1.0,No,No,No
HRA242168,Male,Harsh Kumar,harsh.kumar@hrhub.co.in,harsh.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,36,36-45,1990-07-30,Married,MBA,Marketing,Maharashtra,Nagpur,9818467449,Sales,Business Development Executive,Non-Travel,Hybrid,9.1,4,0,0,3,2019-11-29,70400,6-10 LPA,18,0,3,4,1,4,4,5,6.0,No,Yes,No
HRA242169,Female,Nikita Khan,nikita.khan@hrhub.co.in,nikita.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,55,46-55,1971-08-04,Single,Master,Business Administration,Maharashtra,Pune,9527538363,Human Resources,HR Business Partner,Travel_Rarely,Remote,18.6,12,11,3,12,2010-06-01,170100,10+ LPA,25,3,4,2,4,1,1,0,1.0,No,Yes,Yes
HRA242170,Female,Vaishnavi Agarwal,vaishnavi.agarwal@hrhub.co.in,vaishnavi.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Single,Master,Human Resources,Uttar Pradesh,Noida,9483044396,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Work From Office,2.1,2,1,0,1,2026-11-27,49750,3-6 LPA,9,0,3,2,3,3,2,6,2.1,No,No,No
HRA242171,Female,Deepika Rao,deepika.rao@hrhub.co.in,deepika.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,50,46-55,1976-08-02,Single,Master,Computer Science,Delhi,New Delhi,9750908006,Administration,Office Administrator,Travel_Rarely,Work From Office,5.4,3,2,0,1,2023-08-10,52900,6-10 LPA,11,1,2,3,3,4,1,5,5.4,No,No,No
HRA242172,Female,Tanvi Agarwal,tanvi.agarwal@hrhub.co.in,tanvi.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Married,PhD,Finance,Kerala,Thiruvananthapuram,9479264483,Marketing,Marketing Executive,Travel_Rarely,Work From Office,3.3,1,1,0,0,2025-09-15,53500,6-10 LPA,17,2,3,1,4,2,3,4,2.0,No,No,Yes
HRA242173,Male,Aarav Verma,aarav.verma@hrhub.co.in,aarav.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,52,46-55,1974-08-03,Single,Diploma,Electrical,Tamil Nadu,Coimbatore,9493399349,Sales,Sales Executive,Non-Travel,Hybrid,16.7,14,11,0,1,2012-04-25,139850,10+ LPA,19,1,3,4,1,4,1,1,1.0,No,Yes,No
HRA242174,Male,Harsh Patel,harsh.patel@hrhub.co.in,harsh.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,42,36-45,1984-07-31,Married,Master,Computer Science,Maharashtra,Pune,9194617326,Marketing,Content Strategist,Travel_Rarely,Remote,20.0,12,6,5,10,2009-01-06,170200,10+ LPA,23,0,3,2,4,1,3,2,3.0,No,No,No
HRA242175,Female,Khushi Nair,khushi.nair@hrhub.co.in,khushi.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Married,Diploma,Computer,Gujarat,Vadodara,9800144762,Operations,Operations Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,35600,3-6 LPA,6,0,3,3,3,3,1,4,0.0,No,No,No
HRA242176,Male,Rohan Khan,rohan.khan@hrhub.co.in,rohan.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,36,36-45,1990-07-30,Single,Master,Business Administration,West Bengal,Howrah,9373527343,Finance,Financial Analyst,Travel_Rarely,Hybrid,5.5,3,0,0,0,2023-07-05,59200,6-10 LPA,22,0,3,1,2,3,2,2,5.5,No,No,No
HRA242177,Female,Sonali Bose,sonali.bose@hrhub.co.in,sonali.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Married,MBA,Human Resources,Maharashtra,Pune,9061880471,IT,Network Engineer,Travel_Rarely,Work From Office,1.6,1,1,0,1,2027-05-28,39150,3-6 LPA,5,3,1,2,4,2,2,6,1.0,No,No,No
HRA242178,Female,Vidya Ghosh,vidya.ghosh@hrhub.co.in,vidya.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,High School,General Education,Kerala,Kochi,9675925667,Finance,Financial Analyst,Non-Travel,Hybrid,2.4,0,0,0,0,2026-08-09,58050,6-10 LPA,14,0,3,4,4,4,4,4,1.0,No,No,No
HRA242179,Female,Pooja Singh,pooja.singh@hrhub.co.in,pooja.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Married,Master,Marketing,Rajasthan,Jaipur,9436736333,Finance,Financial Analyst,Travel_Rarely,Work From Office,4.6,4,0,1,2,2024-05-29,60200,6-10 LPA,24,3,3,4,1,1,3,0,0.0,Yes,No,No
HRA242180,Male,Vivek Singh,vivek.singh@hrhub.co.in,vivek.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Married,Master,Finance,Maharashtra,Nagpur,9558465286,Human Resources,HR Executive,Travel_Rarely,Work From Office,4.7,4,2,1,0,2024-04-22,47850,3-6 LPA,8,3,4,1,1,2,3,1,0.0,No,No,No
HRA242181,Male,Amit Jain,amit.jain@hrhub.co.in,amit.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,18,18-25,2008-07-25,Married,Bachelor,Finance,Kerala,Kochi,9696201202,Marketing,Marketing Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,34250,3-6 LPA,11,3,3,2,1,4,4,5,0.0,No,Yes,No
HRA242182,Female,Pooja Shah,pooja.shah@hrhub.co.in,pooja.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Single,Master,Finance,Gujarat,Ahmedabad,9614055684,Operations,Supply Chain Coordinator,Travel_Frequently,Work From Office,0.8,0,0,0,0,2028-03-15,28950,3-6 LPA,15,1,4,3,2,4,4,3,0.8,No,Yes,No
HRA242183,Female,Anjali Rao,anjali.rao@hrhub.co.in,anjali.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Single,Diploma,Civil,Uttar Pradesh,Kanpur,9002539468,Operations,Supply Chain Coordinator,Non-Travel,Work From Office,14.4,9,6,0,8,2014-08-12,104700,10+ LPA,22,3,3,2,2,3,2,4,8.0,No,No,No
HRA242184,Female,Ananya Patel,ananya.patel@hrhub.co.in,ananya.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Single,Bachelor,Marketing,Uttar Pradesh,Kanpur,9615072589,Sales,Sales Manager,Travel_Rarely,Hybrid,0.0,0,0,0,0,2029-01-01,77200,6-10 LPA,25,3,2,1,1,1,2,0,0.0,No,Yes,No
HRA242185,Female,Anjali Joshi,anjali.joshi@hrhub.co.in,anjali.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Single,MBA,Finance,West Bengal,Durgapur,9869287614,Human Resources,HR Executive,Travel_Rarely,Work From Office,3.6,2,2,0,1,2025-05-28,38950,3-6 LPA,17,0,3,2,4,4,1,1,3.6,No,No,No
HRA242186,Female,Priya Das,priya.das@hrhub.co.in,priya.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Married,Master,Business Administration,Tamil Nadu,Madurai,9327267015,Marketing,Content Strategist,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,37400,3-6 LPA,14,1,3,3,1,3,4,1,0.0,No,No,No
HRA242187,Female,Anjali Gupta,anjali.gupta@hrhub.co.in,anjali.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,41,36-45,1985-07-31,Married,High School,General Education,Gujarat,Ahmedabad,9070300548,Sales,Sales Executive,Travel_Frequently,Hybrid,15.6,1,1,0,0,2013-05-31,136400,10+ LPA,11,2,3,3,2,2,4,3,1.0,Yes,Yes,No
HRA242188,Female,Tanvi Bose,tanvi.bose@hrhub.co.in,tanvi.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,36,36-45,1990-07-30,Single,Bachelor,Marketing,Karnataka,Bengaluru,9431275575,IT,Network Engineer,Travel_Frequently,Hybrid,3.6,3,3,0,3,2025-05-28,57000,6-10 LPA,8,1,3,4,4,3,2,1,3.6,No,No,No
HRA242189,Female,Megha Shah,megha.shah@hrhub.co.in,megha.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,47,46-55,1979-08-02,Married,Bachelor,Human Resources,Karnataka,Mysuru,9946801046,Sales,Sales Manager,Travel_Rarely,Work From Office,2.0,0,0,0,0,2027-01-02,90000,10+ LPA,12,2,4,3,4,4,2,6,2.0,No,No,No
HRA242190,Male,Karan Agarwal,karan.agarwal@hrhub.co.in,karan.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Married,MBA,Human Resources,Rajasthan,Udaipur,9738454310,Human Resources,HR Business Partner,Non-Travel,Work From Office,3.0,1,0,0,1,2026-01-02,38650,3-6 LPA,25,3,3,2,1,1,2,0,3.0,No,No,No
HRA242191,Male,Arjun Das,arjun.das@hrhub.co.in,arjun.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,36,36-45,1990-07-30,Married,Bachelor,Computer Science,Karnataka,Hubballi,9349876322,Marketing,Digital Marketing Specialist,Travel_Frequently,Work From Office,12.0,1,0,0,1,2017-01-04,123750,10+ LPA,6,1,3,3,1,1,3,0,9.0,No,No,No
HRA242192,Male,Manish Kapoor,manish.kapoor@hrhub.co.in,manish.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Single,MBA,Marketing,Kerala,Kochi,9823204145,Marketing,Marketing Executive,Travel_Rarely,Hybrid,0.0,0,0,0,0,2029-01-01,27850,3-6 LPA,8,3,3,4,2,1,4,4,0.0,No,Yes,No
HRA242193,Male,Sumit Reddy,sumit.reddy@hrhub.co.in,sumit.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,54,46-55,1972-08-03,Married,Master,Business Administration,Telangana,Hyderabad,9792213017,Finance,Accountant,Travel_Rarely,Work From Office,20.2,7,4,1,1,2008-10-25,174150,10+ LPA,6,3,4,2,3,3,2,4,0.0,Yes,No,No
HRA242194,Female,Anjali Shah,anjali.shah@hrhub.co.in,anjali.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Married,PhD,Computer Science,Gujarat,Vadodara,9544914137,Marketing,Content Strategist,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,36550,3-6 LPA,12,0,3,3,4,4,1,5,0.0,No,No,No
HRA242195,Female,Neha Mishra,neha.mishra@hrhub.co.in,neha.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Married,Diploma,Mechanical,Gujarat,Vadodara,9390459927,Marketing,Content Strategist,Travel_Rarely,Hybrid,0.9,0,0,0,0,2028-02-08,26150,3-6 LPA,13,3,3,1,1,4,4,4,0.9,No,No,No
HRA242196,Male,Varun Ghosh,varun.ghosh@hrhub.co.in,varun.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,42,36-45,1984-07-31,Single,Bachelor,Human Resources,Delhi,New Delhi,9674013428,Sales,Sales Manager,Non-Travel,Remote,3.7,1,0,0,0,2025-04-22,77450,6-10 LPA,21,2,3,4,1,1,2,5,3.7,No,No,No
HRA242197,Male,Karan Ghosh,karan.ghosh@hrhub.co.in,karan.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,32,26-35,1994-07-29,Married,PhD,Finance,Telangana,Hyderabad,9977347492,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,0.1,0,0,0,0,2028-11-26,28150,3-6 LPA,10,1,3,4,4,4,1,3,0.1,No,No,No
HRA242198,Female,Harini Verma,harini.verma@hrhub.co.in,harini.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Single,Diploma,Mechanical,Delhi,New Delhi,9199428870,Finance,Finance Executive,Travel_Rarely,Work From Office,5.9,2,1,1,0,2023-02-09,75950,6-10 LPA,20,2,3,4,1,3,1,2,5.0,Yes,Yes,No
HRA242199,Female,Priya Kumar,priya.kumar@hrhub.co.in,priya.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,36,36-45,1990-07-30,Married,MBA,Marketing,Maharashtra,Pune,9125324074,Finance,Financial Analyst,Travel_Rarely,Work From Office,7.6,5,3,1,3,2021-05-29,68550,6-10 LPA,20,0,3,2,4,4,4,6,0.0,No,No,No
HRA242200,Male,Vivek Nair,vivek.nair@hrhub.co.in,vivek.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,18,18-25,2008-07-25,Single,PhD,Finance,Delhi,New Delhi,9662747685,Sales,Sales Manager,Travel_Rarely,Remote,0.0,0,0,0,0,2029-01-01,80400,6-10 LPA,21,1,3,3,4,2,3,0,0.0,Yes,No,No
HRA242201,Male,Manish Nair,manish.nair@hrhub.co.in,manish.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,53,46-55,1973-08-03,Married,Bachelor,Computer Science,Kerala,Kochi,9263800113,IT,Software Engineer,Travel_Rarely,Work From Office,25.1,20,16,1,18,2003-12-03,167800,10+ LPA,25,0,2,2,3,2,1,3,3.0,No,No,No
HRA242202,Male,Sandeep Sinha,sandeep.sinha@hrhub.co.in,sandeep.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Single,MBA,Finance,Rajasthan,Udaipur,9744821474,Operations,Supply Chain Coordinator,Travel_Rarely,Work From Office,5.5,0,0,0,0,2023-07-05,57900,6-10 LPA,15,0,3,1,3,2,2,1,5.5,No,Yes,No
HRA242203,Male,Nikhil Joshi,nikhil.joshi@hrhub.co.in,nikhil.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Single,Bachelor,Information Technology,Telangana,Hyderabad,9211520827,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Work From Office,3.5,0,0,0,0,2025-07-04,45450,3-6 LPA,23,2,3,3,3,2,4,2,3.5,Yes,Yes,Yes
HRA242204,Female,Vidya Bose,vidya.bose@hrhub.co.in,vidya.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Married,MBA,Marketing,Rajasthan,Jodhpur,9864663662,Sales,Sales Executive,Travel_Rarely,Work From Office,10.8,0,0,0,0,2018-03-18,102700,10+ LPA,18,1,4,1,2,2,4,0,7.0,No,No,No
HRA242205,Male,Pranav Kapoor,pranav.kapoor@hrhub.co.in,pranav.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,40,36-45,1986-07-31,Single,High School,General Education,Gujarat,Ahmedabad,9215808148,Sales,Sales Executive,Travel_Rarely,Work From Office,10.9,6,4,3,4,2018-02-10,104750,10+ LPA,18,0,3,4,2,1,1,6,3.0,No,No,No
HRA242206,Female,Megha Banerjee,megha.banerjee@hrhub.co.in,megha.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Single,MBA,Marketing,Telangana,Hyderabad,9926852343,Operations,Operations Executive,Travel_Rarely,Hybrid,1.8,0,0,0,0,2027-03-16,28900,3-6 LPA,20,0,3,4,2,3,1,1,1.8,No,No,No
HRA242207,Male,Vivek Kapoor,vivek.kapoor@hrhub.co.in,vivek.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,34,26-35,1992-07-29,Married,PhD,Finance,Gujarat,Vadodara,9505617056,Sales,Sales Manager,Non-Travel,Hybrid,5.2,4,1,2,3,2023-10-22,100050,10+ LPA,17,1,3,2,3,4,1,0,3.0,Yes,No,No
HRA242208,Female,Priya Rao,priya.rao@hrhub.co.in,priya.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,50,46-55,1976-08-02,Married,Diploma,Electrical,Tamil Nadu,Chennai,9425348669,Operations,Operations Manager,Travel_Rarely,Remote,3.1,3,2,0,0,2025-11-27,96000,10+ LPA,24,2,2,2,2,2,3,6,3.1,No,No,No
HRA242209,Female,Harini Gupta,harini.gupta@hrhub.co.in,harini.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Single,MBA,Finance,Kerala,Kozhikode,9813852551,Sales,Sales Executive,Non-Travel,Hybrid,0.3,0,0,0,0,2028-09-14,29900,3-6 LPA,12,1,4,4,3,1,3,0,0.3,No,No,No
HRA242210,Male,Aditya Joshi,aditya.joshi@hrhub.co.in,aditya.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Married,High School,General Education,Karnataka,Bengaluru,9447683858,Administration,Administrative Executive,Travel_Rarely,Work From Office,25.4,7,4,1,7,2003-08-15,124750,10+ LPA,5,2,1,1,4,1,4,0,3.0,No,No,No
HRA242211,Female,Megha Kapoor,megha.kapoor@hrhub.co.in,megha.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Single,Diploma,Mechanical,Telangana,Hyderabad,9254043651,Administration,Facility Coordinator,Travel_Rarely,Work From Office,3.2,0,0,0,0,2025-10-21,40300,3-6 LPA,12,2,4,4,4,4,1,4,3.2,No,No,No
HRA242212,Male,Sumit Kumar,sumit.kumar@hrhub.co.in,sumit.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Married,PhD,Computer Science,Maharashtra,Nagpur,9914189652,Finance,Financial Analyst,Travel_Frequently,Work From Office,0.0,0,0,0,0,2029-01-01,35400,3-6 LPA,24,2,3,3,1,4,3,3,0.0,Yes,Yes,No
HRA242213,Male,Ayush Nair,ayush.nair@hrhub.co.in,ayush.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,51,46-55,1975-08-03,Married,Diploma,Electrical,Telangana,Hyderabad,9034292861,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Work From Office,27.7,24,14,5,5,2001-04-28,165750,10+ LPA,22,3,3,1,3,1,2,4,8.0,No,Yes,No
HRA242214,Female,Harini Mishra,harini.mishra@hrhub.co.in,harini.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Single,Diploma,Civil,Kerala,Thiruvananthapuram,9696033140,Marketing,Content Strategist,Non-Travel,Remote,6.2,5,2,0,1,2022-10-22,69750,6-10 LPA,13,0,3,2,3,2,3,3,6.2,No,No,No
HRA242215,Male,Vikas Sinha,vikas.sinha@hrhub.co.in,vikas.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,47,46-55,1979-08-02,Single,PhD,Computer Science,Gujarat,Ahmedabad,9377765850,Operations,Operations Executive,Travel_Rarely,Work From Office,8.2,8,4,2,2,2020-10-23,76650,6-10 LPA,25,1,3,3,3,2,3,1,0.0,No,No,No
HRA242216,Female,Anjali Chatterjee,anjali.chatterjee@hrhub.co.in,anjali.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Married,High School,General Education,Delhi,New Delhi,9921853703,Administration,Administrative Executive,Travel_Rarely,Work From Office,30.9,21,21,2,17,1998-02-15,153350,10+ LPA,5,3,4,1,4,3,2,4,3.0,No,No,No
HRA242217,Female,Aditi Sen,aditi.sen@hrhub.co.in,aditi.sen,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Married,Master,Business Administration,West Bengal,Howrah,9609398034,Marketing,Content Strategist,Travel_Rarely,Work From Office,4.5,1,1,0,1,2024-07-04,51150,6-10 LPA,16,0,2,4,2,2,2,1,4.0,No,No,No
HRA242218,Female,Shreya Chatterjee,shreya.chatterjee@hrhub.co.in,shreya.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Married,MBA,Human Resources,Rajasthan,Udaipur,9825394788,Administration,Facility Coordinator,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,25050,3-6 LPA,10,3,4,1,4,4,3,4,0.0,No,No,No
HRA242219,Male,Sahil Banerjee,sahil.banerjee@hrhub.co.in,sahil.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Married,Master,Computer Science,Kerala,Kozhikode,9485454149,Administration,Office Administrator,Travel_Rarely,Work From Office,3.4,1,0,0,0,2025-08-09,40600,3-6 LPA,25,2,3,3,2,1,2,4,2.0,No,No,Yes
HRA242220,Male,Sandeep Joshi,sandeep.joshi@hrhub.co.in,sandeep.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,39,36-45,1987-07-31,Married,Bachelor,Marketing,Delhi,New Delhi,9942165931,Human Resources,Talent Acquisition Specialist,Travel_Frequently,Work From Office,0.3,0,0,0,0,2028-09-14,29900,3-6 LPA,17,2,1,1,4,3,4,6,0.3,Yes,No,No
HRA242221,Male,Vivek Reddy,vivek.reddy@hrhub.co.in,vivek.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Single,Master,Human Resources,Kerala,Kochi,9390138412,Marketing,Content Strategist,Non-Travel,Hybrid,3.7,1,1,0,0,2025-04-22,50200,6-10 LPA,20,3,3,2,1,2,3,2,3.7,No,No,No
HRA242222,Female,Riya Verma,riya.verma@hrhub.co.in,riya.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,39,36-45,1987-07-31,Married,PhD,Management,Tamil Nadu,Madurai,9370695459,Operations,Operations Manager,Travel_Rarely,Hybrid,2.1,1,1,0,0,2026-11-27,78650,6-10 LPA,6,1,2,3,4,4,3,6,2.1,Yes,Yes,No
HRA242223,Female,Aditi Khan,aditi.khan@hrhub.co.in,aditi.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,44,36-45,1982-08-01,Married,Bachelor,Human Resources,Gujarat,Ahmedabad,9967824984,Operations,Operations Executive,Travel_Rarely,Hybrid,2.0,1,1,0,0,2027-01-02,52750,6-10 LPA,12,2,4,1,2,1,2,2,2.0,Yes,No,Yes
HRA242224,Male,Manish Roy,manish.roy@hrhub.co.in,manish.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Married,MBA,Human Resources,Tamil Nadu,Chennai,9972794684,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,9.1,0,0,0,0,2019-11-29,72250,6-10 LPA,17,0,3,3,2,2,2,3,7.0,No,No,No
